<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20201019,000000,63.1200000,63.3200000,61.5800000,61.7100000,217350
20201020,000000,61.7600000,62.0600000,60.8900000,61.2000000,303269
20201021,000000,61.5800000,62.3800000,61.2600000,61.4700000,311919
20201022,000000,60.8000000,60.9200000,59.8500000,60.5300000,344185
20201023,000000,60.2600000,60.9800000,60.0900000,60.4800000,266418
20201026,000000,59.9400000,61.0300000,59.8100000,60.3200000,253333
20201027,000000,60.5700000,61.7800000,60.2800000,61.6500000,287709
20201028,000000,60.4300000,60.4800000,58.2900000,58.7800000,652983
20201029,000000,58.9600000,61.4500000,58.5000000,60.3300000,498664
20201030,000000,60.9900000,62.9300000,60.8500000,62.8500000,400430
20201102,000000,63.2500000,64.9300000,62.6400000,64.7200000,481530
20201103,000000,65.1500000,67.2300000,65.1100000,66.6800000,574192
20201104,000000,66.5200000,66.8600000,64.9500000,65.0700000,476609
20201105,000000,66.8700000,68.3000000,66.7300000,67.8200000,618797
20201106,000000,68.1900000,68.4500000,67.5100000,68.1500000,277944
20201109,000000,63.9800000,66.5100000,62.8900000,65.9900000,640055
20201110,000000,65.5500000,65.9800000,64.2500000,64.8800000,492088
20201111,000000,64.3000000,65.6600000,63.3200000,65.6400000,403885
20201112,000000,66.0000000,66.2200000,64.8700000,65.0200000,302285
20201113,000000,65.9600000,66.0400000,65.3600000,65.7200000,206432
20201116,000000,65.3700000,66.1100000,64.9700000,65.6800000,222941
20201117,000000,65.1900000,65.7200000,64.4500000,64.5200000,266891
20201118,000000,64.3200000,64.3200000,61.5000000,61.5600000,372770
20201119,000000,60.8200000,61.4800000,60.4300000,61.4000000,511263
20201120,000000,62.0400000,62.3800000,61.1300000,61.6400000,438446
20201123,000000,60.8900000,61.2100000,58.5850000,58.6800000,666131
20201124,000000,57.4200000,57.7000000,56.5600000,56.8600000,846684
20201125,000000,57.6700000,58.1300000,57.3200000,57.7900000,654162
20201127,000000,57.0400000,58.6200000,56.7800000,58.5200000,338937
20201130,000000,57.9400000,58.8900000,57.4700000,58.8500000,635923
20201201,000000,59.6800000,60.3500000,58.5100000,60.2000000,638078
20201202,000000,60.0700000,60.5500000,59.5900000,59.9700000,635690
20201203,000000,60.0800000,60.6000000,59.2200000,59.5200000,378251
20201204,000000,59.4000000,59.8300000,59.0200000,59.4500000,363843
20201207,000000,59.6600000,62.1150000,59.5900000,61.4500000,501818
20201208,000000,61.9600000,61.9900000,61.0200000,61.5100000,261333
20201209,000000,61.1100000,61.2900000,59.6600000,59.9800000,345239
20201210,000000,59.7300000,60.4300000,59.1000000,59.1900000,362676
20201211,000000,59.0300000,59.7200000,58.5800000,58.8900000,245198
20201214,000000,58.8700000,59.3900000,57.5300000,57.5500000,352790
20201215,000000,58.6000000,59.4900000,58.2550000,59.0500000,341847
20201216,000000,59.4800000,60.4000000,59.0300000,60.2500000,322988
20201217,000000,61.1900000,62.2900000,61.0600000,61.6400000,473397
20201218,000000,61.6400000,61.6400000,60.4900000,60.4900000,262208
20201221,000000,60.5500000,61.2300000,60.0300000,60.7200000,285727
20201222,000000,60.8100000,61.0000000,59.1500000,59.4000000,267656
20201223,000000,59.6900000,60.3000000,59.5900000,59.7900000,186846
20201224,000000,59.6700000,60.5500000,59.5800000,60.4900000,128508
20201228,000000,61.2800000,61.6200000,59.7500000,59.8200000,210130
20201229,000000,60.1900000,60.5400000,59.5800000,59.7300000,216407
20201230,000000,59.8600000,60.4100000,59.5600000,60.4100000,172230
20201231,000000,60.5000000,60.5300000,59.4300000,59.9000000,222653
20210104,000000,61.9000000,63.3900000,61.7000000,63.1500000,665455
20210105,000000,63.7100000,63.7300000,62.3600000,63.4200000,338645
20210106,000000,62.7700000,65.4000000,62.7100000,65.2500000,747411
20210107,000000,65.0000000,65.7700000,64.2600000,65.1400000,325187
20210108,000000,64.0300000,64.1900000,61.7400000,62.7900000,653046
20210111,000000,61.5900000,62.7100000,61.4300000,61.9500000,297153
20210112,000000,62.0800000,62.6900000,61.4600000,62.4800000,246450
20210113,000000,62.4600000,63.2600000,62.0600000,62.0900000,317099
20210114,000000,62.7300000,63.6700000,62.1200000,63.3400000,334717
20210115,000000,62.7100000,63.4000000,61.7900000,61.8600000,303569
20210119,000000,62.4700000,62.5900000,61.4200000,61.8500000,270504
20210120,000000,62.6900000,64.0500000,62.0000000,63.5100000,327933
20210121,000000,63.8100000,63.8800000,62.1100000,62.3100000,396195
20210122,000000,61.1500000,62.3500000,60.4000000,61.7700000,217115
20210125,000000,62.0100000,62.3700000,60.6400000,61.6500000,272244
20210126,000000,61.5000000,62.4200000,61.4400000,61.4600000,260560
20210127,000000,60.8200000,60.8200000,58.6700000,58.8900000,480075
